word,classification,reason,confidence,frequency,length,is_hindi
चिप्स,incorrect_spelling,hapax_legomenon,0.6,1,5,True
चिला,incorrect_spelling,hapax_legomenon,0.6,1,4,True
चिलाएंगे,incorrect_spelling,hapax_legomenon,0.6,1,8,True
चिल्लाते,incorrect_spelling,hapax_legomenon,0.6,1,8,True
चिल्लाना,incorrect_spelling,hapax_legomenon,0.6,1,8,True
ची,correct_spelling,low_frequency,0.5,3,2,True
चीज,correct_spelling,in_dictionary,1.0,205,3,True
"चीज,",incorrect_spelling,hapax_legomenon,0.6,1,4,True
चीज़,correct_spelling,high_frequency,0.7,41,4,True
चीज़े,correct_spelling,high_frequency,0.7,34,5,True
चीज़ें,incorrect_spelling,invalid_character_combination,0.9,7,6,True
चीज़ों,incorrect_spelling,invalid_character_combination,0.9,3,6,True
चीजे,correct_spelling,high_frequency,0.7,28,4,True
चीजें,incorrect_spelling,invalid_character_combination,0.9,85,5,True
"चीजें,",incorrect_spelling,invalid_character_combination,0.9,1,6,True
चीजे़,incorrect_spelling,hapax_legomenon,0.6,1,5,True
चीजों,incorrect_spelling,invalid_character_combination,0.9,39,5,True
चीट,incorrect_spelling,hapax_legomenon,0.6,1,3,True
चीन,correct_spelling,low_frequency,0.5,3,3,True
चीनी,correct_spelling,low_frequency,0.5,3,4,True
चीप,correct_spelling,low_frequency,0.5,3,3,True
चीला,correct_spelling,low_frequency,0.5,2,4,True
चीले,incorrect_spelling,hapax_legomenon,0.6,1,4,True
चीसा,incorrect_spelling,hapax_legomenon,0.6,1,4,True
चुका,correct_spelling,high_frequency,0.7,30,4,True
चुकी,correct_spelling,medium_frequency,0.6,6,4,True
चुके,correct_spelling,medium_frequency,0.6,6,4,True
चुनना,correct_spelling,low_frequency,0.5,2,5,True
चुनी,incorrect_spelling,hapax_legomenon,0.6,1,4,True
चुने,incorrect_spelling,hapax_legomenon,0.6,1,4,True
चुनेंगे,incorrect_spelling,invalid_character_combination,0.9,2,7,True
चुनोती,incorrect_spelling,hapax_legomenon,0.6,1,6,True
चुनौतियाँ,incorrect_spelling,hapax_legomenon,0.6,1,9,True
चुनौतियां,incorrect_spelling,invalid_character_combination,0.9,13,9,True
चुनौतियों,incorrect_spelling,invalid_character_combination,0.9,4,9,True
चुनौती,correct_spelling,high_frequency,0.7,12,6,True
चुनौतीया,incorrect_spelling,hapax_legomenon,0.6,1,8,True
चुप,correct_spelling,medium_frequency,0.6,9,3,True
चुपक,incorrect_spelling,hapax_legomenon,0.6,1,4,True
चुपचाप,correct_spelling,low_frequency,0.5,2,6,True
चूंकि,incorrect_spelling,invalid_character_combination,0.9,1,5,True
चूज,correct_spelling,low_frequency,0.5,3,3,True
चूल्हे,incorrect_spelling,hapax_legomenon,0.6,1,6,True
चेंज,incorrect_spelling,invalid_character_combination,0.9,20,4,True
चेंजस,incorrect_spelling,invalid_character_combination,0.9,1,5,True
चेंजेज,incorrect_spelling,invalid_character_combination,0.9,2,6,True
चेंजेज़,incorrect_spelling,invalid_character_combination,0.9,1,7,True
चेंजेस,incorrect_spelling,invalid_character_combination,0.9,2,6,True
चेक,correct_spelling,medium_frequency,0.6,7,3,True
चेकअप,incorrect_spelling,hapax_legomenon,0.6,1,5,True
चेयर,correct_spelling,low_frequency,0.5,2,4,True
चेरिटि,incorrect_spelling,hapax_legomenon,0.6,1,6,True
चेहरा,correct_spelling,low_frequency,0.5,2,5,True
चेहरे,correct_spelling,low_frequency,0.5,2,5,True
चैट,correct_spelling,low_frequency,0.5,3,3,True
चैट_जी_टी_पी,incorrect_spelling,hapax_legomenon,0.6,1,12,True
चैनल,correct_spelling,low_frequency,0.5,2,4,True
चैनल्स,incorrect_spelling,hapax_legomenon,0.6,1,6,True
चैरिटी,correct_spelling,medium_frequency,0.6,7,6,True
चैलेंजर्स,incorrect_spelling,invalid_character_combination,0.9,1,9,True
चॉइस,correct_spelling,medium_frequency,0.6,7,4,True
चॉकलेट,correct_spelling,low_frequency,0.5,3,6,True
चोट,correct_spelling,medium_frequency,0.6,6,3,True
चोटी,incorrect_spelling,hapax_legomenon,0.6,1,4,True
चोटू,incorrect_spelling,hapax_legomenon,0.6,1,4,True
चोटें,incorrect_spelling,invalid_character_combination,0.9,1,5,True
चोटों,incorrect_spelling,invalid_character_combination,0.9,1,5,True
चोपरा,incorrect_spelling,hapax_legomenon,0.6,1,5,True
चोर,incorrect_spelling,hapax_legomenon,0.6,1,3,True
चोरी,correct_spelling,medium_frequency,0.6,5,4,True
चौके,incorrect_spelling,hapax_legomenon,0.6,1,4,True
चौड़ा,incorrect_spelling,hapax_legomenon,0.6,1,5,True
चौथा,incorrect_spelling,hapax_legomenon,0.6,1,4,True
चौथे,correct_spelling,low_frequency,0.5,2,4,True
चौदह,incorrect_spelling,hapax_legomenon,0.6,1,4,True
चौपाटी,incorrect_spelling,hapax_legomenon,0.6,1,6,True
चौबीस,incorrect_spelling,hapax_legomenon,0.6,1,5,True
चौराहा,incorrect_spelling,hapax_legomenon,0.6,1,6,True
छ,correct_spelling,single_character,0.6,2,1,True
छः,correct_spelling,medium_frequency,0.6,5,2,True
छक्का,incorrect_spelling,hapax_legomenon,0.6,1,5,True
छक्के,incorrect_spelling,hapax_legomenon,0.6,1,5,True
छट,correct_spelling,low_frequency,0.5,2,2,True
छटपूजा,incorrect_spelling,hapax_legomenon,0.6,1,6,True
छठे,incorrect_spelling,hapax_legomenon,0.6,1,3,True
छण,incorrect_spelling,hapax_legomenon,0.6,1,2,True
छत,correct_spelling,low_frequency,0.5,4,2,True
छत्तीस,incorrect_spelling,hapax_legomenon,0.6,1,6,True
छत्तीसगढ़,correct_spelling,low_frequency,0.5,4,9,True
छपा,incorrect_spelling,hapax_legomenon,0.6,1,3,True
छमा,correct_spelling,low_frequency,0.5,3,3,True
छह,correct_spelling,in_dictionary,1.0,5,2,True
छात्र,incorrect_spelling,hapax_legomenon,0.6,1,5,True
छाप,correct_spelling,low_frequency,0.5,2,3,True
छाया,incorrect_spelling,hapax_legomenon,0.6,1,4,True
छायावादी,correct_spelling,low_frequency,0.5,3,8,True
छाल,incorrect_spelling,hapax_legomenon,0.6,1,3,True
छिप,incorrect_spelling,hapax_legomenon,0.6,1,3,True
छिपना,correct_spelling,low_frequency,0.5,2,5,True
छिपाई,incorrect_spelling,hapax_legomenon,0.6,1,5,True
छी,correct_spelling,low_frequency,0.5,4,2,True
छीन,incorrect_spelling,hapax_legomenon,0.6,1,3,True
छु,correct_spelling,low_frequency,0.5,2,2,True
छुट,correct_spelling,medium_frequency,0.6,7,3,True
छुटकारा,incorrect_spelling,hapax_legomenon,0.6,1,7,True
छुटती,incorrect_spelling,hapax_legomenon,0.6,1,5,True
छुटने,correct_spelling,low_frequency,0.5,2,5,True
छुटी,incorrect_spelling,hapax_legomenon,0.6,1,4,True
छुट्टियों,incorrect_spelling,invalid_character_combination,0.9,1,9,True
छुट्टी,correct_spelling,high_frequency,0.7,11,6,True
छुप,correct_spelling,low_frequency,0.5,2,3,True
छुपछुप,incorrect_spelling,hapax_legomenon,0.6,1,6,True
छुपण,incorrect_spelling,hapax_legomenon,0.6,1,4,True
छुपना,incorrect_spelling,hapax_legomenon,0.6,1,5,True
छुपाई,incorrect_spelling,hapax_legomenon,0.6,1,5,True
छुपे,incorrect_spelling,hapax_legomenon,0.6,1,4,True
छू,correct_spelling,medium_frequency,0.6,5,2,True
छूट,correct_spelling,high_frequency,0.7,36,3,True
छूटता,incorrect_spelling,hapax_legomenon,0.6,1,5,True
छूटते,incorrect_spelling,hapax_legomenon,0.6,1,5,True
छूटने,incorrect_spelling,hapax_legomenon,0.6,1,5,True
छूटा,incorrect_spelling,hapax_legomenon,0.6,1,4,True
छूटे,correct_spelling,low_frequency,0.5,3,4,True
छे,correct_spelling,low_frequency,0.5,3,2,True
छेड़,incorrect_spelling,hapax_legomenon,0.6,1,4,True
छेत्र,incorrect_spelling,hapax_legomenon,0.6,1,5,True
छेद,incorrect_spelling,hapax_legomenon,0.6,1,3,True
छै,incorrect_spelling,hapax_legomenon,0.6,1,2,True
छो,incorrect_spelling,hapax_legomenon,0.6,1,2,True
छोटा,correct_spelling,in_dictionary,1.0,26,4,True
छोटामोटा,incorrect_spelling,hapax_legomenon,0.6,1,8,True
छोटी,correct_spelling,in_dictionary,1.0,18,4,True
छोटीछोटी,correct_spelling,low_frequency,0.5,2,8,True
छोटीमोटी,incorrect_spelling,hapax_legomenon,0.6,1,8,True
छोटे,correct_spelling,high_frequency,0.7,48,4,True
छोटेछोटे,correct_spelling,low_frequency,0.5,4,8,True
छोटेमोटे,incorrect_spelling,hapax_legomenon,0.6,1,8,True
छोड़,correct_spelling,high_frequency,0.7,27,4,True
छोड़कर,correct_spelling,low_frequency,0.5,3,6,True
छोड़ता,correct_spelling,low_frequency,0.5,2,6,True
छोड़ते,correct_spelling,low_frequency,0.5,2,6,True
छोड़ना,incorrect_spelling,hapax_legomenon,0.6,1,6,True
छोड़नी,correct_spelling,low_frequency,0.5,3,6,True
छोड़ने,correct_spelling,high_frequency,0.7,12,6,True
छोड़ा,correct_spelling,low_frequency,0.5,2,5,True
छोड़ी,correct_spelling,low_frequency,0.5,2,5,True
छोड़ो,incorrect_spelling,hapax_legomenon,0.6,1,5,True
छोड़ोगे,incorrect_spelling,hapax_legomenon,0.6,1,7,True
ज,correct_spelling,single_character,0.6,13,1,True
जंक,incorrect_spelling,hapax_legomenon,0.6,1,3,True
जंग,incorrect_spelling,hapax_legomenon,0.6,1,3,True
जंगन,incorrect_spelling,hapax_legomenon,0.6,1,4,True
जंगल,correct_spelling,high_frequency,0.7,15,4,True
जंगली,incorrect_spelling,hapax_legomenon,0.6,1,5,True
जंगलों,incorrect_spelling,invalid_character_combination,0.9,5,6,True
जगना,incorrect_spelling,hapax_legomenon,0.6,1,4,True
जगने,incorrect_spelling,hapax_legomenon,0.6,1,4,True
जगह,correct_spelling,in_dictionary,1.0,81,3,True
"जगह,",incorrect_spelling,hapax_legomenon,0.6,1,4,True
जगहे,incorrect_spelling,hapax_legomenon,0.6,1,4,True
जगे,correct_spelling,low_frequency,0.5,2,3,True
जन,correct_spelling,medium_frequency,0.6,6,2,True
जनक,incorrect_spelling,hapax_legomenon,0.6,1,3,True
जनजाति,incorrect_spelling,hapax_legomenon,0.6,1,6,True
जनम,incorrect_spelling,hapax_legomenon,0.6,1,3,True
जनरली,correct_spelling,high_frequency,0.7,11,5,True
जनरेट,incorrect_spelling,hapax_legomenon,0.6,1,5,True
जनरेशन,correct_spelling,low_frequency,0.5,4,6,True
जनरेशन्स,incorrect_spelling,hapax_legomenon,0.6,1,8,True
जनसंख्या,incorrect_spelling,hapax_legomenon,0.6,1,8,True
जना,incorrect_spelling,hapax_legomenon,0.6,1,3,True
जनून,incorrect_spelling,hapax_legomenon,0.6,1,4,True
जन्म,incorrect_spelling,hapax_legomenon,0.6,1,4,True
जब,correct_spelling,in_dictionary,1.0,354,2,True
जबकि,incorrect_spelling,hapax_legomenon,0.6,1,4,True
जबरदस्ती,correct_spelling,low_frequency,0.5,2,8,True
जबा,incorrect_spelling,hapax_legomenon,0.6,1,3,True
जभी,incorrect_spelling,hapax_legomenon,0.6,1,3,True
जम,incorrect_spelling,hapax_legomenon,0.6,1,2,True
जमाना,correct_spelling,low_frequency,0.5,4,5,True
जमाने,correct_spelling,low_frequency,0.5,4,5,True
जमीन,correct_spelling,low_frequency,0.5,3,4,True
जमीनी,incorrect_spelling,hapax_legomenon,0.6,1,5,True
जम्मू,incorrect_spelling,hapax_legomenon,0.6,1,5,True
जय,correct_spelling,low_frequency,0.5,3,2,True
जयशंकर,correct_spelling,low_frequency,0.5,3,6,True
जरा,correct_spelling,low_frequency,0.5,4,3,True
जराशन,incorrect_spelling,hapax_legomenon,0.6,1,5,True
जरासन,correct_spelling,low_frequency,0.5,3,5,True
जरिए,correct_spelling,low_frequency,0.5,3,4,True
जरिया,correct_spelling,low_frequency,0.5,2,5,True
जरिये,correct_spelling,medium_frequency,0.6,5,5,True
जरूर,correct_spelling,high_frequency,0.7,34,4,True
जरूरत,correct_spelling,high_frequency,0.7,29,5,True
जरूरतमंद,incorrect_spelling,hapax_legomenon,0.6,1,8,True
जरूरतों,incorrect_spelling,invalid_character_combination,0.9,1,7,True
जरूरी,correct_spelling,high_frequency,0.7,32,5,True
जर्नली,correct_spelling,low_frequency,0.5,2,6,True
जर्नी,correct_spelling,low_frequency,0.5,2,5,True
जल,correct_spelling,medium_frequency,0.6,8,2,True
जलता,incorrect_spelling,hapax_legomenon,0.6,1,4,True
जलती,correct_spelling,low_frequency,0.5,2,4,True
जलते,incorrect_spelling,hapax_legomenon,0.6,1,4,True
जलने,correct_spelling,medium_frequency,0.6,5,4,True
जला,correct_spelling,medium_frequency,0.6,8,3,True
जलाई,incorrect_spelling,hapax_legomenon,0.6,1,4,True
जलाते,incorrect_spelling,hapax_legomenon,0.6,1,5,True
जलाने,correct_spelling,low_frequency,0.5,2,5,True
जलाया,incorrect_spelling,hapax_legomenon,0.6,1,5,True
जलेगा,correct_spelling,low_frequency,0.5,2,5,True
जलेबी,correct_spelling,low_frequency,0.5,2,5,True
जल्दबाजी,incorrect_spelling,hapax_legomenon,0.6,1,8,True
जल्दी,correct_spelling,high_frequency,0.7,59,5,True
"जल्दी,",incorrect_spelling,hapax_legomenon,0.6,1,6,True
जल्दीजल्दी,incorrect_spelling,hapax_legomenon,0.6,1,10,True
जल्दे,incorrect_spelling,hapax_legomenon,0.6,1,5,True
जवान,incorrect_spelling,hapax_legomenon,0.6,1,4,True
जवाहर,incorrect_spelling,hapax_legomenon,0.6,1,5,True
जश्न,correct_spelling,medium_frequency,0.6,5,4,True
जसन,incorrect_spelling,hapax_legomenon,0.6,1,3,True
जस्ट,correct_spelling,medium_frequency,0.6,8,4,True
जहर,incorrect_spelling,hapax_legomenon,0.6,1,3,True
जहा,incorrect_spelling,hapax_legomenon,0.6,1,3,True
जहाँ,correct_spelling,in_dictionary,1.0,4,4,True
जहां,incorrect_spelling,invalid_character_combination,0.9,47,4,True
"जहां,",incorrect_spelling,invalid_character_combination,0.9,1,5,True
जहाज,incorrect_spelling,hapax_legomenon,0.6,1,4,True
ज़ब,correct_spelling,low_frequency,0.5,2,3,True
ज़रूर,correct_spelling,low_frequency,0.5,3,5,True
ज़रूरत,correct_spelling,low_frequency,0.5,3,6,True
ज़रूरी,correct_spelling,medium_frequency,0.6,5,6,True
ज़हरीले,incorrect_spelling,hapax_legomenon,0.6,1,7,True
ज़िद,incorrect_spelling,hapax_legomenon,0.6,1,4,True
ज़ी,correct_spelling,medium_frequency,0.6,6,3,True
ज़ेब,incorrect_spelling,hapax_legomenon,0.6,1,4,True
ज़्यदा,incorrect_spelling,hapax_legomenon,0.6,1,6,True
ज़्यादा,correct_spelling,high_frequency,0.7,90,7,True
"ज़्यादा,आ",incorrect_spelling,hapax_legomenon,0.6,1,9,True
ज़्यादा.,incorrect_spelling,hapax_legomenon,0.6,1,8,True
ज़्यादातर,correct_spelling,high_frequency,0.7,11,9,True
जा,correct_spelling,high_frequency,0.7,125,2,True
जाँन,incorrect_spelling,hapax_legomenon,0.6,1,4,True
जाइए,correct_spelling,low_frequency,0.5,2,4,True
जाई,incorrect_spelling,hapax_legomenon,0.6,1,3,True
जाउ,incorrect_spelling,hapax_legomenon,0.6,1,3,True
जाऊ,correct_spelling,low_frequency,0.5,3,3,True
"जाऊ,",incorrect_spelling,hapax_legomenon,0.6,1,4,True
जाऊँ,incorrect_spelling,hapax_legomenon,0.6,1,4,True
जाऊँगी,incorrect_spelling,hapax_legomenon,0.6,1,6,True
जाऊं,correct_spelling,low_frequency,0.5,2,4,True
जाऊंगा,correct_spelling,low_frequency,0.5,4,6,True
जाऊंगी,correct_spelling,medium_frequency,0.6,5,6,True
जाए,correct_spelling,high_frequency,0.7,93,3,True
"जाए,",correct_spelling,low_frequency,0.5,3,4,True
जाएँगे,incorrect_spelling,hapax_legomenon,0.6,1,6,True
जाएं,correct_spelling,high_frequency,0.7,14,4,True
जाएंगे,correct_spelling,in_dictionary,1.0,35,6,True
"जाएंगे,",incorrect_spelling,hapax_legomenon,0.6,1,7,True
जाएंगे।,correct_spelling,low_frequency,0.5,2,7,True
जाएं।,incorrect_spelling,hapax_legomenon,0.6,1,5,True
जाएगा,correct_spelling,in_dictionary,1.0,37,5,True
"जाएगा,",incorrect_spelling,hapax_legomenon,0.6,1,6,True
